name,address,type,grow,source,lat,lon,lotarea,borocode,block,lot
New 123rd Street Block Association Community Garden,"116 West 123 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8066836,-73.9475395,2018.0,1,1907,43.0
Harlem Grown 127th Street Learning Annex,"West 127 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8094551,-73.9460454,1600.0,1,1911,48.0
West 132nd Street Garden,"108 West 132 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.812311,-73.9431495,7494.0,1,1916,39.0
133rd Swing Street Garden,"West 133 Street, New York, NY 10030, USA",Community Garden,Outdoor,GreenThumb,40.8137494,-73.9434445,7494.0,1,1918,11.0
Harlem Grown 134th Street Farm,"116 West 134 Street, New York, NY 10030, USA",Community Garden,Outdoor,GreenThumb,40.813804,-73.94281590000001,10941.0,1,1918,46.0
Harlem Grown 134th Street Green House,"West 134 Street, New York, NY 10030, USA",Community Garden,Outdoor,GreenThumb,40.813930400000004,-73.9431156,2998.0,1,1918,51.0
Harlem Valley Garden,"197 West 134 Street, New York, NY 10030, USA",Community Garden,Outdoor,GreenThumb,40.814611299999996,-73.9435558,2498.0,1,1919,5.0
Carrie McCracken TRUCE Garden,"143 St Nicholas Avenue, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.804553399999996,-73.9530786,2812.0,1,1923,20.0
Carrie McCracken TRUCE Garden,"145 St Nicholas Avenue, New York, NY 10026, USA",Community Garden,Outdoor,GreenThumb,40.8046275,-73.95306049999999,2441.0,1,1923,21.0
P.S. 76 - Garden of Perserverance,"203 West 120 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8062241,-73.9511088,2540.0,1,1926,27.0
Five Star Gardens,"West 121 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.806965600000005,-73.9521052,1817.0,1,1926,53.0
Five Star Gardens,"West 121 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8069876,-73.9521594,1817.0,1,1926,153.0
Joseph Daniel Wilson Memorial Gardens,"223 West 122 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8076539,-73.9506092,1261.0,1,1928,22.0
Joseph Daniel Wilson Memorial Gardens,"219 West 122 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.807620899999996,-73.9505334,1261.0,1,1928,23.0
Our Little Green Acre (Garden Eight),"277 West 122 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8082254,-73.9520646,1074.0,1,1928,104.0
Our Little Green Acre (Garden Eight),"275 West 122 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8082062,-73.9520212,1074.0,1,1928,105.0
Joseph Daniel Wilson Memorial Gardens,"225 West 122 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8076676,-73.9506489,1261.0,1,1928,121.0
Joseph Daniel Wilson Memorial Gardens,"West 122 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.807637400000004,-73.9505695,1261.0,1,1928,122.0
William B. Washington Memorial Garden,"325 West 126 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8114448,-73.95162509999999,1240.0,1,1953,22.0
William B. Washington Memorial Garden,"321 West 126 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.811398100000005,-73.9515168,1240.0,1,1953,23.0
Clayton Williams Garden,"West 126 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8112469,-73.95105809999998,2498.0,1,1953,28.0
Clayton Williams Garden,"2351 Fredrick Douglass Bl, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.81107120000001,-73.9509246,2492.0,1,1953,29.0
St. Nicholas Miracle Garden," St Nicholas Avenue, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8116753,-73.9514335,1596.0,1,1953,44.0
William B. Washington Memorial Garden,"323 West 126 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.8114201,-73.951571,1240.0,1,1953,122.0
Columbia Secondary School Community Garden,"1195 Amsterdam Avenue, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.808436900000004,-73.9595817,6350.0,1,1962,35.0
Harlem Grown P.S. 125 Community Garden,"413 West 123 Street, New York, NY 10027, USA",Community Garden,Outdoor,GreenThumb,40.810790399999995,-73.9557257,105961.0,1,1964,12.0
Elizabeth Langley Memorial Garden,"123 West 137 Street, New York, NY 10030, USA",Community Garden,Outdoor,GreenThumb,40.8161388,-73.94107609999999,2498.0,1,2006,18.0
Elizabeth Langley Memorial Garden,"121 West 137 Street, New York, NY 10030, USA",Community Garden,Outdoor,GreenThumb,40.8161086,-73.9410003,2498.0,1,2006,19.0
Robert L. Clinkscales Playground and Community Garden  (C.G. of West 146th St.),"218 West 146 Street, New York, NY 10039, USA",Community Garden,Outdoor,GreenThumb,40.82269,-73.9400839,18985.0,1,2031,44.0
Bradhurst Gardens Association (Garden of Love)," Bradhurst Avenue, New York, NY 10039, USA",Community Garden,Outdoor,GreenThumb,40.8276657,-73.93932790000001,4017.0,1,2046,49.0
St. Luke's Community Garden,"281 Convent Avenue, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.822108899999996,-73.9474732,15650.0,1,2050,1.0
Sugar Hill Park," Edgecombe Avenue, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8262675,-73.9422848,3000.0,1,2053,94.0
Edgecomb Avenue Garden Park Sanctuary," Edgecombe Avenue, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8265555,-73.9420786,5000.0,1,2053,99.0
Hope: The Friendly Garden on the Hill  (Senior Citizen Sculpture Garden),"459 West 152 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8295011,-73.9430842,17831.0,1,2067,108.0
William A. Harris Garden," St Nicholas Avenue, New York, NY 10032, USA",Community Garden,Outdoor,GreenThumb,40.829618700000005,-73.9420868,434.0,1,2068,20.0
William A. Harris Garden," St Nicholas Avenue, New York, NY 10032, USA",Community Garden,Outdoor,GreenThumb,40.829723,-73.9421228,4040.0,1,2068,119.0
Hope Steven Garden,"1656 Amsterdam Avenue, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.823553499999996,-73.949275,2700.0,1,2074,29.0
Frank White Memorial Garden,"506 West 143 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8242289,-73.9498309,1873.0,1,2074,45.0
Frank White Memorial Garden,"508 West 143 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8242536,-73.9498887,1873.0,1,2074,46.0
Frank White Memorial Garden,"510 West 143 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8242756,-73.9499429,1873.0,1,2074,146.0
Serenity Gardens,"522 West 146 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.826155,-73.9482974,3997.0,1,2077,43.0
Mo' Pals,"West 147 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8275055,-73.9483903,1699.0,1,2079,11.0
Maggie's Garden,"564 West 149 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.828531899999994,-73.94812579999999,3331.0,1,2080,58.0
Friendship Garden (Lucille McClarey Garden),"499 West 150 Street, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.828796999999994,-73.945654,1499.0,1,2082,127.0
Jenny's Garden,"675 Riverside Drive, New York, NY 10031, USA",Community Garden,Outdoor,GreenThumb,40.8257539,-73.9539128,515000.0,1,2101,55.0
Morris Jumel Community Garden,"455 West 162 Street, New York, NY 10032, USA",Community Garden,Outdoor,GreenThumb,40.8357515,-73.93908559999998,1913.0,1,2110,57.0
Morris Jumel Community Garden,"457 West 162 Street, New York, NY 10032, USA",Community Garden,Outdoor,GreenThumb,40.8357763,-73.9391434,2250.0,1,2110,58.0
Dorothy K. McGowan Memorial Garden,"West 158 Street, New York, NY 10032, USA",Community Garden,Outdoor,GreenThumb,40.834024,-73.94226359999999,1980.0,1,2117,46.0
West 181st Street Beautification Project,"815 West 181 Street, New York, NY 10033, USA",Community Garden,Outdoor,GreenThumb,40.851407200000004,-73.9388327,16425.0,1,2179,93.0
Padre Plaza,"279 St Anns Avenue, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.80778839999999,-73.91718459999998,2525.0,2,2267,56.0
Padre Plaza,"549 East 139 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.807725299999994,-73.91722800000001,2525.0,2,2267,57.0
Padre Plaza,"East 139 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8079093,-73.91737590000001,2500.0,2,2267,60.0
Padre Plaza,"East 139 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.80794229999999,-73.9174589,2500.0,2,2267,61.0
Padre Plaza,"East 139 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.807967100000006,-73.91752029999999,1467.0,2,2267,62.0
Padre Plaza,"541 East 139 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8080028,-73.9175997,4150.0,2,2267,63.0
Wanaqua Garden,"460 East 136 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.806768,-73.9219684,2500.0,2,2280,36.0
Wanaqua Garden,"462 East 136 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.806734999999996,-73.92188900000001,2500.0,2,2280,37.0
Wanaqua Garden,"464 East 136 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8066855,-73.9217771,5000.0,2,2280,38.0
Friends of Brook Park Community Garden,"494 East 141 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8095983,-73.9186995,25998.0,2,2285,42.0
Willis Avenue Community Garden (Bronx Community & Cultural Garden),"401 East 143 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8123385,-73.9201412,9048.0,2,2288,1.0
La Finca Del Sur," Maj Wm Deegan Blvd, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8121451,-73.93083809999999,33225.0,2,2323,60.0
La Finca Del Sur,"East 138 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8126717,-73.9301837,11692.0,2,2323,112.0
La Finca Del Sur,"East 138 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8125096,-73.92994540000001,19246.0,2,2323,114.0
La Finca Del Sur,"East 138 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8123177,-73.93034300000001,7200.0,2,2323,130.0
Centro Cultural Rincon Criollo,"755 Brook Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8205778,-73.91203459999998,4217.0,2,2364,13.0
Centro Cultural Rincon Criollo,"749 Brook Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.820468,-73.91208890000001,3565.0,2,2364,15.0
Vogue Community Garden,"747 Elton Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8205601,-73.9140615,2116.0,2,2378,31.0
Family Group Garden,"East 158 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.821852899999996,-73.9141176,2453.0,2,2379,15.0
Family Group Garden,"420 East 158 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.821828100000005,-73.9140382,1978.0,2,2379,16.0
Latinos Unidos,"427 East 157 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8215565,-73.91412530000001,5050.0,2,2379,30.0
Jardin la Roca,"843 Elton Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8229636,-73.9128914,9900.0,2,2381,19.0
La Isla USA,"838 Elton Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8227491,-73.91242559999999,5000.0,2,2381,47.0
Neighborhood Advisory Committee Community Garden,"360 East 151 Street, Bronx, NY 10455, USA",Community Garden,Outdoor,GreenThumb,40.817612700000005,-73.91847299999999,5917.0,2,2397,13.0
NYRP Members Garden (Dalia Group),"724 Courtlandt Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8208616,-73.9172875,2500.0,2,2402,4.0
Rainbow Garden of Life and Health,"East 157 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8215932,-73.915621,2500.0,2,2403,25.0
Rainbow Garden of Life and Health,"East 157 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8215685,-73.9155416,1950.0,2,2403,26.0
Rainbow Garden of Life and Health,"East 157 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.82154370000001,-73.91545490000001,3000.0,2,2403,27.0
Rainbow Garden of Life and Health,"757 Melrose Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8213792,-73.9156321,3416.0,2,2403,29.0
Rainbow Garden of Life and Health," Melrose Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8212667,-73.91569009999999,2878.0,2,2403,31.0
Rainbow Garden of Life and Health,"387 East 156 Street, Bronx, NY 10455, USA",Community Garden,Outdoor,GreenThumb,40.8211076,-73.9158709,2646.0,2,2403,37.0
Courtland Avenue Association,"East 158 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.8225022,-73.9162016,2465.0,2,2404,9.0
Courtland Avenue Association,"366 East 158 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.82246370000001,-73.9160788,4921.0,2,2404,10.0
Rainbow Block Association,"383 East 159 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.823294399999995,-73.91490350000001,2533.0,2,2406,28.0
Rainbow Block Association,"379 East 159 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.823333,-73.91502990000001,5067.0,2,2406,29.0
Melrose New Generation Community Garden,"377 East 160 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.82403,-73.9149061,2534.0,2,2407,31.0
Melrose New Generation Community Garden,"375 East 160 Street, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.82405479999999,-73.9149928,2500.0,2,2407,32.0
Family and Friends Community Garden,"809 Courtlandt Avenue, Bronx, NY 10451, USA",Community Garden,Outdoor,GreenThumb,40.823068,-73.91672840000001,2744.0,2,2418,22.0
Claremont Neighborhood Garden,"1280 Teller Avenue, Bronx, NY 10456, USA",Community Garden,Outdoor,GreenThumb,40.8341352,-73.91020259999999,8492.0,2,2431,20.0
Bette's Rose Garden," Teller Avenue, Bronx, NY 10456, USA",Community Garden,Outdoor,GreenThumb,40.8281193,-73.9144275,1915.0,2,2432,75.0
Grant Avenue Block Association Garden,"1062 Grant Avenue, Bronx, NY 10456, USA",Community Garden,Outdoor,GreenThumb,40.830311200000004,-73.91659279999999,2534.0,2,2448,11.0
"Sun, Wind & Shade Oasis","955 Sherman Avenue, Bronx, NY 10456, USA",Community Garden,Outdoor,GreenThumb,40.8284412,-73.9192908,4755.0,2,2455,37.0
Roberto Clemente Community Garden,"1272 Shakespeare Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.838878799999996,-73.9224657,3714.0,2,2506,87.0
Roberto Clemente Community Garden,"1276 Shakespeare Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.838961100000006,-73.92240770000001,3764.0,2,2506,89.0
Roberto Clemente Community Garden,"1280 Shakespeare Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8390434,-73.9223534,3858.0,2,2506,91.0
Target Bronx (Anderson Avenue Community Garden),"1024 Woodycrest Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.83314,-73.9272713,1800.0,2,2508,13.0
Target Bronx (Anderson Avenue Community Garden)," Anderson Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8329559,-73.9269896,5300.0,2,2508,35.0
Target Bronx (Anderson Avenue Community Garden)," Anderson Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.832805,-73.9271054,7500.0,2,2508,37.0
Target Bronx (Anderson Avenue Community Garden)," Anderson Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8326843,-73.9271995,2700.0,2,2508,40.0
Las Casitas Community Garden," Woodycrest Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.83557329999999,-73.92540749999999,8269.0,2,2509,44.0
Woodycrest Community Garden,"94 West 162 Street, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8312694,-73.92939809999999,5340.0,2,2511,30.0
La Isla Youth Community Garden,"96 West 163 Street, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8319088,-73.92926369999999,5000.0,2,2511,65.0
Taqwa Community Farm,"992 Ogden Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8325484,-73.92928470000001,2250.0,2,2511,85.0
Taqwa Community Farm,"994 Ogden Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8326115,-73.9292521,2250.0,2,2511,86.0
Taqwa Community Farm,"996 Ogden Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.832674600000004,-73.92921590000002,2250.0,2,2511,87.0
Taqwa Community Farm,"998 Ogden Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8327377,-73.9291797,2250.0,2,2511,88.0
Taqwa Community Farm,"90 West 164 Street, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8325289,-73.9288728,12500.0,2,2511,90.0
Mosaic Center," Ogden Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.840684,-73.92538370000001,5813.0,2,2531,29.0
Mosaic Center,"1315 Ogden Avenue, Bronx, NY 10452, USA",Community Garden,Outdoor,GreenThumb,40.8403876,-73.9254672,6353.0,2,2531,35.0
138th Street Community Garden,"624 East 138 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.805737,-73.915623,2500.0,2,2550,31.0
138th Street Community Garden,"East 138 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.805693,-73.915522,3750.0,2,2550,32.0
138th Street Community Garden,"East 138 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8056463,-73.91541,3750.0,2,2550,33.0
138th Street Community Garden,"East 138 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8055968,-73.9152945,3750.0,2,2550,35.0
138th Street Community Garden,"East 138 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8055445,-73.9151718,3750.0,2,2550,37.0
United We Stand Garden (Sunflower / Girasol),"639 East 137 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8052921,-73.9153563,3750.0,2,2550,49.0
United We Stand Garden (Sunflower / Girasol),"635 East 137 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.805341600000006,-73.9154791,3750.0,2,2550,51.0
United We Stand Garden (Sunflower / Girasol),"631 East 137 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8053911,-73.9155946,3750.0,2,2550,53.0
United We Stand Garden (Sunflower / Girasol),"627 East 137 Street, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.805440600000004,-73.91571009999998,3750.0,2,2550,55.0
Bruckner Mott Haven Garden," Bruckner Boulevard, Bronx, NY 10454, USA",Community Garden,Outdoor,GreenThumb,40.8038783,-73.9150005,6340.0,2,2564,10.0
